segment,value,trades,win_rate,expectancy_points,expectancy_r,profit_factor,net_points,tp1_hit_rate,tp2_hit_rate,tp3_hit_rate,tp4_hit_rate,stop_rate,average_mfe,median_mfe,average_mae,median_mae,average_score,median_score,average_hold_minutes,year,setup_family,direction,timeframe
timeframe_year_relation,unknown,3,0.6666666666666666,58.083333333333336,2.3233333333333337,7.900990099009901,174.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,68.91666666666667,101.5,21.083333333333332,24.0,80.33333333333333,82.0,17.0,2025,,,1d
timeframe_relation,aligned,641,0.29017160686427457,2.704758190327613,0.10889295042823044,1.1540768718062653,1733.75,0.46333853354134164,0.3494539781591264,0.21840873634945399,0.1482059282371295,0.6957878315132605,39.43213728549142,21.5,26.465288611544462,27.25,75.51243853596446,74.0,18.68798751950078,,,,4h
timeframe_relation,opposed,563,0.25932504440497334,0.3241563055062167,0.011945833674937793,1.0177593966670722,182.5,0.477797513321492,0.3019538188277087,0.21492007104795738,0.14031971580817051,0.7193605683836589,39.3556838365897,23.75,27.738898756660745,27.5,75.98712275133492,74.0,18.133214920071048,,,,4h
timeframe_relation,neutral,14,0.42857142857142855,18.303571428571427,0.7321428571428573,2.2685643564356437,256.25,0.5714285714285714,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.5714285714285714,45.732142857142854,30.875,27.678571428571427,31.5,78.43082670591795,76.9294586894587,19.071428571428573,,,,4h
timeframe_relation,unknown,0,,,,,,,,,,,,,,,,,,,,,4h
timeframe_year_relation,aligned,191,0.31413612565445026,2.026178010471204,0.080726753070028,1.119159418058656,387.0,0.4712041884816754,0.3403141361256545,0.18848167539267016,0.11518324607329843,0.675392670157068,37.488219895287955,21.0,24.619109947643977,26.75,75.53222332517304,74.0,22.43455497382199,2023,,,4h
timeframe_year_relation,opposed,149,0.3221476510067114,3.2365771812080535,0.13128221830726022,1.1958773354995937,482.25,0.5637583892617449,0.348993288590604,0.2348993288590604,0.12080536912751678,0.6510067114093959,42.11744966442953,31.75,24.471476510067113,26.5,75.8412485260803,73.6,24.986577181208055,2023,,,4h
timeframe_year_relation,neutral,4,0.75,33.4375,1.3375000000000001,6.297029702970297,133.75,0.75,0.5,0.5,0.25,0.25,57.6875,63.75,16.875,13.625,78.41164968973189,76.82329937946378,37.25,2023,,,4h
timeframe_year_relation,unknown,0,,,,,,,,,,,,,,,,,,2023,,,4h
timeframe_year_relation,aligned,192,0.3177083333333333,3.6158854166666665,0.14755247757429948,1.2126991421568627,694.25,0.4635416666666667,0.3541666666666667,0.234375,0.140625,0.671875,39.501302083333336,21.875,24.43359375,26.75,75.3740755725076,74.0,21.677083333333332,2024,,,4h
timeframe_year_relation,opposed,192,0.234375,-2.7447916666666665,-0.11148962538308817,0.853182894553559,-527.0,0.4270833333333333,0.2708333333333333,0.1875,0.11458333333333333,0.734375,34.94921875,19.625,26.919270833333332,27.25,76.23012980276836,74.0,19.296875,2024,,,4h
timeframe_year_relation,neutral,4,0.0,-25.25,-1.01,0.0,-101.0,0.25,0.0,0.0,0.0,1.0,10.125,6.0,32.875,33.25,77.61832451882441,76.35710594315245,4.25,2024,,,4h
timeframe_year_relation,unknown,0,,,,,,,,,,,,,,,,,,2024,,,4h
timeframe_year_relation,aligned,258,0.25193798449612403,2.5290697674418605,0.10097478951106528,1.1376364499288087,652.5,0.4573643410852713,0.35271317829457366,0.22868217054263565,0.17829457364341086,0.7286821705426356,40.81976744186046,22.0,29.343992248062015,29.25,75.60075944389037,73.89826669027626,13.689922480620154,2025,,,4h
timeframe_year_relation,opposed,222,0.23873873873873874,1.0236486486486487,0.03860568425568081,1.0537901650985266,227.25,0.46396396396396394,0.2972972972972973,0.22522522522522523,0.17567567567567569,0.7522522522522522,41.31306306306306,25.125,30.640765765765767,28.5,75.87486106524358,74.0,12.527027027027026,2025,,,4h
timeframe_year_relation,neutral,6,0.5,37.25,1.4900000000000002,3.9504950495049505,223.5,0.6666666666666666,0.5,0.5,0.5,0.5,61.5,68.25,31.416666666666668,28.375,78.98527950810437,78.4558385243131,16.833333333333332,2025,,,4h
timeframe_year_relation,unknown,0,,,,,,,,,,,,,,,,,,2025,,,4h
timeframe_relation,aligned,1169,0.281437125748503,1.9918733960650128,0.08001898640487189,1.1122479723296816,2328.5,0.4696321642429427,0.33105218135158254,0.22070145423438836,0.14627887082976904,0.7014542343883661,39.467493584260055,22.25,26.956159110350725,27.25,75.81168253785468,74.0,18.59623609923011,,,,1h
