section,value,trades,win_rate,expectancy_points,expectancy_r,profit_factor,net_points,tp1_hit_rate,tp2_hit_rate,tp3_hit_rate,tp4_hit_rate,stop_rate,average_mfe,median_mfe,average_mae,median_mae,average_score,median_score,average_hold_minutes
current_mss,False,1043,0.27612655800575264,1.7003835091083412,0.06788306630452651,1.0953238376780436,1773.5,0.47651006711409394,0.32790028763183127,0.21860019175455417,0.14285714285714285,0.7046979865771812,39.61457334611697,23.25,27.164908916586768,27.5,75.11631677337787,73.59130434782608,18.618408437200383
current_mss,True,175,0.2857142857142857,2.28,0.091279128159226,1.1276493641526033,399.0,0.44,0.32571428571428573,0.21714285714285714,0.1657142857142857,0.7085714285714285,38.60285714285714,18.5,26.49,27.25,79.63392222745433,78.75772687593656,17.34857142857143
current_choch,False,1043,0.27612655800575264,1.7003835091083412,0.06788306630452651,1.0953238376780436,1773.5,0.47651006711409394,0.32790028763183127,0.21860019175455417,0.14285714285714285,0.7046979865771812,39.61457334611697,23.25,27.164908916586768,27.5,75.11631677337787,73.59130434782608,18.618408437200383
current_choch,True,175,0.2857142857142857,2.28,0.091279128159226,1.1276493641526033,399.0,0.44,0.32571428571428573,0.21714285714285714,0.1657142857142857,0.7085714285714285,38.60285714285714,18.5,26.49,27.25,79.63392222745433,78.75772687593656,17.34857142857143
current_bos,False,1135,0.2713656387665198,1.0680616740088105,0.042928274339422215,1.059339664202849,1212.25,0.46519823788546255,0.32863436123348017,0.21409691629955946,0.14008810572687225,0.7118942731277533,39.07533039647577,22.25,27.344933920704847,27.5,75.77288844384067,74.0,18.41762114537445
current_bos,True,83,0.3614457831325301,11.569277108433734,0.45846137600290926,1.737660841175341,960.25,0.5542168674698795,0.3132530120481928,0.27710843373493976,0.2289156626506024,0.6144578313253012,44.855421686746986,30.0,23.28012048192771,26.0,75.66296868287318,73.58044502904747,18.686746987951807
recent_mss,False,732,0.2650273224043716,0.09596994535519125,0.002803108248841399,1.0053058912386708,70.25,0.46994535519125685,0.30601092896174864,0.20218579234972678,0.1325136612021858,0.7131147540983607,38.62431693989071,22.875,27.43032786885246,27.25,74.60808196676426,73.22338038608596,18.648907103825138
recent_mss,True,486,0.2962962962962963,4.325617283950617,0.17432923939369097,1.2475929688190088,2102.25,0.4732510288065844,0.360082304526749,0.24279835390946503,0.16666666666666666,0.6934156378600823,40.741769547325106,22.125,26.522119341563787,27.5,77.50851601803744,76.54823911601436,18.11522633744856
recent_choch,False,732,0.2650273224043716,0.09596994535519125,0.002803108248841399,1.0053058912386708,70.25,0.46994535519125685,0.30601092896174864,0.20218579234972678,0.1325136612021858,0.7131147540983607,38.62431693989071,22.875,27.43032786885246,27.25,74.60808196676426,73.22338038608596,18.648907103825138
recent_choch,True,486,0.2962962962962963,4.325617283950617,0.17432923939369097,1.2475929688190088,2102.25,0.4732510288065844,0.360082304526749,0.24279835390946503,0.16666666666666666,0.6934156378600823,40.741769547325106,22.125,26.522119341563787,27.5,77.50851601803744,76.54823911601436,18.11522633744856
recent_bos,False,840,0.2785714285714286,1.4366071428571427,0.05833619472150454,1.080901701164837,1206.75,0.4726190476190476,0.3333333333333333,0.2154761904761905,0.1380952380952381,0.7023809523809523,39.25833333333333,22.5,27.35,27.75,75.60514686970613,73.80911814065574,19.186904761904763
recent_bos,True,378,0.2751322751322751,2.55489417989418,0.09992984660693624,1.1417198620588451,965.75,0.46825396825396826,0.3148148148148148,0.22486772486772486,0.164021164021164,0.7116402116402116,39.93783068783069,22.625,26.441137566137566,27.0,76.12151167694306,74.31744526316491,16.767195767195766
recent_any_structure,False,380,0.26052631578947366,-1.3296052631578947,-0.053777411323893465,0.926205864096104,-505.25,0.4710526315789474,0.3026315789473684,0.18947368421052632,0.11315789473684211,0.7105263157894737,38.05,23.5,28.226315789473684,27.625,73.23318425258077,72.3874883574093,19.9
recent_any_structure,True,838,0.2852028639618138,3.1954057279236276,0.12793711442310887,1.1799079548508467,2677.75,0.4713603818615752,0.33890214797136037,0.2315035799522673,0.1610978520286396,0.7028639618138425,40.112768496420045,22.25,26.54266109785203,27.25,76.9136572415954,75.88071604015121,17.772076372315034
structure_count,0,380,0.26052631578947366,-1.3296052631578947,-0.053777411323893465,0.926205864096104,-505.25,0.4710526315789474,0.3026315789473684,0.18947368421052632,0.11315789473684211,0.7105263157894737,38.05,23.5,28.226315789473684,27.625,73.23318425258077,72.3874883574093,19.9
structure_count,1,352,0.26988636363636365,1.6349431818181819,0.06388435096940745,1.090016814609158,575.5,0.46875,0.3096590909090909,0.2159090909090909,0.1534090909090909,0.7159090909090909,39.24431818181818,22.625,26.571022727272727,27.0,76.09234654457599,74.18748531336583,17.298295454545453
structure_count,2,460,0.29347826086956524,3.7217391304347824,0.1509517823242246,1.2121568870438069,1712.0,0.47391304347826085,0.358695652173913,0.23695652173913043,0.15869565217391304,0.6956521739130435,40.256521739130434,22.125,26.62608695652174,27.75,77.56459424907058,76.7160025785301,18.597826086956523
structure_count,3,26,0.34615384615384615,15.009615384615385,0.587930402930403,1.9264094955489615,390.25,0.46153846153846156,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.6538461538461539,49.32692307692308,22.375,24.682692307692307,27.125,76.51636269975897,74.88813856098605,9.576923076923077
structure_break,False,700,0.26142857142857145,0.15285714285714286,0.006410636343011232,1.0083878806882767,107.0,0.4585714285714286,0.31857142857142856,0.21285714285714286,0.13142857142857142,0.72,38.2425,21.75,27.088571428571427,27.75,74.88714454707547,73.53912650385789,18.33142857142857
structure_break,True,518,0.29922779922779924,3.9874517374517375,0.15885799255478347,1.2301585090676102,2065.5,0.48841698841698844,0.33976833976833976,0.22586872586872586,0.16602316602316602,0.6853281853281853,41.1269305019305,24.75,27.040057915057915,27.0,76.95222702989346,75.0923158464008,18.577220077220076
sweep_plus_displacement,False,483,0.2691511387163561,0.15579710144927536,0.0059130529880661266,1.0086201958875078,75.25,0.453416149068323,0.3084886128364389,0.2194616977225673,0.13664596273291926,0.7142857142857143,37.86076604554865,21.0,26.731366459627328,27.5,74.17741101102922,72.41854353759955,18.057971014492754
sweep_plus_displacement,True,735,0.2829931972789116,2.853401360544218,0.11417670883027177,1.1613114123641957,2097.25,0.48299319727891155,0.3401360544217687,0.21768707482993196,0.1523809523809524,0.6993197278911565,40.52619047619048,24.25,27.289115646258505,27.25,76.80893233484426,75.07739733677509,18.684353741496597
sweep_disp_mss,False,870,0.2655172413793103,0.2160919540229885,0.008262876185478801,1.01193139448173,188.0,0.46551724137931033,0.3137931034482759,0.20689655172413793,0.13448275862068965,0.7149425287356321,38.72931034482759,22.375,27.313218390804597,27.5,74.7773767965219,73.38045257651572,18.451724137931034
sweep_disp_mss,True,348,0.3074712643678161,5.702586206896552,0.22869880259229644,1.3321894877803817,1984.5,0.48563218390804597,0.3620689655172414,0.2471264367816092,0.1752873563218391,0.6810344827586207,41.31896551724138,22.625,26.454741379310345,27.25,78.23545106742408,77.57334560472327,18.396551724137932
sweep_disp_choch,False,870,0.2655172413793103,0.2160919540229885,0.008262876185478801,1.01193139448173,188.0,0.46551724137931033,0.3137931034482759,0.20689655172413793,0.13448275862068965,0.7149425287356321,38.72931034482759,22.375,27.313218390804597,27.5,74.7773767965219,73.38045257651572,18.451724137931034
sweep_disp_choch,True,348,0.3074712643678161,5.702586206896552,0.22869880259229644,1.3321894877803817,1984.5,0.48563218390804597,0.3620689655172414,0.2471264367816092,0.1752873563218391,0.6810344827586207,41.31896551724138,22.625,26.454741379310345,27.25,78.23545106742408,77.57334560472327,18.396551724137932
continuation_disp_bos,False,1091,0.27314390467461047,1.2108157653528873,0.04875276240854709,1.0675185279836443,1321.0,0.4665444546287809,0.3308890925756187,0.21356553620531624,0.1384051329055912,0.7094408799266728,39.163382218148485,22.25,27.14665444546288,27.5,76.00062273114112,74.0,18.626947754353804
continuation_disp_bos,True,127,0.31496062992125984,6.7047244094488185,0.2644615889429986,1.3931663396052176,851.5,0.5118110236220472,0.2992125984251969,0.25984251968503935,0.2125984251968504,0.6692913385826772,42.096456692913385,26.0,26.391732283464567,26.75,73.74468806899743,71.87047279214987,16.79527559055118
year_2023_mss,False,218,0.3165137614678899,1.125,0.043547789407419386,1.0666666666666667,245.25,0.5045871559633027,0.3256880733944954,0.18807339449541285,0.10550458715596331,0.6651376146788991,38.321100917431195,26.0,24.543577981651374,26.75,74.59348735382073,73.35374432074086,24.03669724770642
year_2023_mss,True,126,0.3333333333333333,6.013888888888889,0.2447336688360293,1.3685106382978725,757.75,0.5317460317460317,0.38095238095238093,0.25396825396825395,0.14285714285714285,0.6507936507936508,42.16269841269841,28.625,24.32936507936508,26.375,77.61323048507954,76.04361702110486,23.150793650793652
year_2023_choch,False,218,0.3165137614678899,1.125,0.043547789407419386,1.0666666666666667,245.25,0.5045871559633027,0.3256880733944954,0.18807339449541285,0.10550458715596331,0.6651376146788991,38.321100917431195,26.0,24.543577981651374,26.75,74.59348735382073,73.35374432074086,24.03669724770642
year_2023_choch,True,126,0.3333333333333333,6.013888888888889,0.2447336688360293,1.3685106382978725,757.75,0.5317460317460317,0.38095238095238093,0.25396825396825395,0.14285714285714285,0.6507936507936508,42.16269841269841,28.625,24.32936507936508,26.375,77.61323048507954,76.04361702110486,23.150793650793652
year_2023_bos,False,237,0.35443037974683544,5.612869198312236,0.22752573654218142,1.3550173472111022,1330.25,0.5611814345991561,0.38396624472573837,0.2320675105485232,0.12658227848101267,0.6244725738396625,42.300632911392405,31.75,23.843881856540083,26.25,75.52288429389489,73.6,24.962025316455698
year_2023_bos,True,107,0.2523364485981308,-3.058411214953271,-0.12704429155457822,0.835387323943662,-327.25,0.411214953271028,0.2616822429906542,0.16822429906542055,0.102803738317757,0.7383177570093458,34.0303738317757,18.0,25.8411214953271,27.0,76.09087576261547,75.16056938221885,20.94392523364486
year_2024_mss,False,224,0.2857142857142857,1.8470982142857142,0.0760601597790443,1.105487921473644,413.75,0.4732142857142857,0.3080357142857143,0.22321428571428573,0.13839285714285715,0.6875,38.995535714285715,22.875,25.728794642857142,26.5,74.46924462953186,72.87374765730034,20.8125
year_2024_mss,True,164,0.25609756097560976,-2.1189024390243905,-0.08630126932800815,0.8853986313793388,-347.5,0.4024390243902439,0.31097560975609756,0.18902439024390244,0.10975609756097561,0.7317073170731707,34.146341463414636,15.75,25.78048780487805,27.5,77.66688983605577,77.22195258215422,19.646341463414632
year_2024_choch,False,224,0.2857142857142857,1.8470982142857142,0.0760601597790443,1.105487921473644,413.75,0.4732142857142857,0.3080357142857143,0.22321428571428573,0.13839285714285715,0.6875,38.995535714285715,22.875,25.728794642857142,26.5,74.46924462953186,72.87374765730034,20.8125
year_2024_choch,True,164,0.25609756097560976,-2.1189024390243905,-0.08630126932800815,0.8853986313793388,-347.5,0.4024390243902439,0.31097560975609756,0.18902439024390244,0.10975609756097561,0.7317073170731707,34.146341463414636,15.75,25.78048780487805,27.5,77.66688983605577,77.22195258215422,19.646341463414632
year_2024_bos,False,277,0.2527075812274368,-2.1326714801444044,-0.08457022245716092,0.8841041738192162,-590.75,0.4296028880866426,0.2996389891696751,0.19133574007220217,0.11191335740072202,0.7256317689530686,35.671480144404335,19.25,26.034296028880867,27.5,75.65315758387216,73.97756016093524,20.24548736462094
year_2024_bos,True,111,0.32432432432432434,5.918918918918919,0.2370272003724878,1.3537488221833356,657.0,0.4774774774774775,0.3333333333333333,0.25225225225225223,0.16216216216216217,0.6576576576576577,40.126126126126124,21.5,25.042792792792792,26.0,76.23924395851976,74.55657434186199,20.504504504504503
year_2025_mss,False,290,0.2103448275862069,-2.0301724137931036,-0.08441040911438426,0.8955931902819649,-588.75,0.4413793103448276,0.2896551724137931,0.19655172413793104,0.1482758620689655,0.7689655172413793,38.56551724137931,22.0,30.91465517241379,29.0,74.72629296387373,73.35500681994861,12.927586206896551
year_2025_mss,True,196,0.30612244897959184,8.63265306122449,0.34714783796830323,1.4973179513557204,1692.0,0.49489795918367346,0.3877551020408163,0.28061224489795916,0.22959183673469388,0.6887755102040817,45.3469387755102,31.0,28.552295918367346,28.625,77.30868270680116,76.1660058957686,13.596938775510203
year_2025_choch,False,290,0.2103448275862069,-2.0301724137931036,-0.08441040911438426,0.8955931902819649,-588.75,0.4413793103448276,0.2896551724137931,0.19655172413793104,0.1482758620689655,0.7689655172413793,38.56551724137931,22.0,30.91465517241379,29.0,74.72629296387373,73.35500681994861,12.927586206896551
year_2025_choch,True,196,0.30612244897959184,8.63265306122449,0.34714783796830323,1.4973179513557204,1692.0,0.49489795918367346,0.3877551020408163,0.28061224489795916,0.22959183673469388,0.6887755102040817,45.3469387755102,31.0,28.552295918367346,28.625,77.30868270680116,76.1660058957686,13.596938775510203
year_2025_bos,False,326,0.24539877300613497,1.4332822085889572,0.05676305406809932,1.076951581027668,467.25,0.4447852760736196,0.32515337423312884,0.22392638036809817,0.1687116564417178,0.7392638036809815,40.094325153374236,21.125,31.016871165644172,29.5,75.62415687781437,73.79346319682648,14.088957055214724
year_2025_bos,True,160,0.25625,3.975,0.15660751232759756,1.21419550391513,636.0,0.5,0.3375,0.24375,0.20625,0.73125,43.7578125,27.125,27.8125,27.875,76.06032267430581,74.0,11.38125
family_reversal_mss,False,589,0.25806451612903225,-0.9626485568760611,-0.03893792407344381,0.9471156088233923,-567.0,0.45500848896434637,0.30390492359932086,0.19185059422750425,0.11714770797962648,0.7181663837011885,37.6820882852292,22.0,27.640916808149406,27.25,74.92403581450921,73.50967741935484,19.01358234295416
family_reversal_mss,True,444,0.2905405405405405,3.7010135135135136,0.14946849176876978,1.2104302727621974,1643.25,0.46846846846846846,0.35135135135135137,0.23873873873873874,0.15990990990990991,0.6981981981981982,40.078828828828826,21.875,26.68243243243243,27.5,77.93397906328755,77.25629557460462,18.33783783783784
family_reversal_choch,False,589,0.25806451612903225,-0.9626485568760611,-0.03893792407344381,0.9471156088233923,-567.0,0.45500848896434637,0.30390492359932086,0.19185059422750425,0.11714770797962648,0.7181663837011885,37.6820882852292,22.0,27.640916808149406,27.25,74.92403581450921,73.50967741935484,19.01358234295416
family_reversal_choch,True,444,0.2905405405405405,3.7010135135135136,0.14946849176876978,1.2104302727621974,1643.25,0.46846846846846846,0.35135135135135137,0.23873873873873874,0.15990990990990991,0.6981981981981982,40.078828828828826,21.875,26.68243243243243,27.5,77.93397906328755,77.25629557460462,18.33783783783784
family_reversal_bos,False,804,0.277363184079602,1.256218905472637,0.05115970592794005,1.0707035351767589,1010.0,0.46766169154228854,0.3271144278606965,0.21393034825870647,0.13557213930348258,0.7027363184079602,38.819962686567166,22.25,27.41386815920398,27.75,75.7602980109172,73.97295840101756,19.258706467661693
family_reversal_bos,True,229,0.25327510917030566,0.2893013100436681,0.010031307860312635,1.0156047579790366,66.25,0.4366812227074236,0.314410480349345,0.2052401746724891,0.13537117903930132,0.7336244541484717,38.33406113537118,21.5,26.579694323144103,27.25,77.82386112693533,78.0,16.842794759825328
family_continuation_mss,False,143,0.2937062937062937,4.456293706293707,0.17472945816370847,1.2530275957911454,637.25,0.5314685314685315,0.3146853146853147,0.24475524475524477,0.1958041958041958,0.6923076923076923,42.50524475524475,28.75,26.562937062937063,26.75,73.30670562884971,71.72248462694844,17.146853146853147
family_continuation_mss,True,42,0.35714285714285715,10.928571428571429,0.4371428571428572,1.6732673267326732,459.0,0.5238095238095238,0.4523809523809524,0.2857142857142857,0.23809523809523808,0.6428571428571429,47.75,37.625,24.827380952380953,27.5,73.01076382539327,71.91665286012903,15.761904761904763
family_continuation_choch,False,143,0.2937062937062937,4.456293706293707,0.17472945816370847,1.2530275957911454,637.25,0.5314685314685315,0.3146853146853147,0.24475524475524477,0.1958041958041958,0.6923076923076923,42.50524475524475,28.75,26.562937062937063,26.75,73.30670562884971,71.72248462694844,17.146853146853147
family_continuation_choch,True,42,0.35714285714285715,10.928571428571429,0.4371428571428572,1.6732673267326732,459.0,0.5238095238095238,0.4523809523809524,0.2857142857142857,0.23809523809523808,0.6428571428571429,47.75,37.625,24.827380952380953,27.5,73.01076382539327,71.91665286012903,15.761904761904763
family_continuation_bos,False,36,0.3055555555555556,5.465277777777778,0.21861111111111117,1.3116831683168317,196.75,0.5833333333333334,0.4722222222222222,0.25,0.19444444444444445,0.6944444444444444,49.048611111111114,49.75,25.92361111111111,28.0,72.14010471599262,71.75788845360579,17.583333333333332
family_continuation_bos,True,149,0.3087248322147651,6.0369127516778525,0.23809605716382756,1.3501362397820162,899.5,0.5167785234899329,0.31543624161073824,0.2550335570469799,0.2080536912751678,0.6778523489932886,42.40268456375839,27.0,26.22818791946309,26.75,73.50514909943819,71.83420074349442,16.651006711409394
