trade_id,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,direction,signal_close,entry_price_raw,entry_price,stop_price,tp1,tp2,tp3,tp4,raw_score,score_band,score_edge,stop_distance_points,tp1_hit,tp2_hit,tp3_hit,tp4_hit,stop_hit,exit_reason,exit_price_raw,exit_price,gross_result_points,commission_cost,net_result_points,net_result_r,mfe_points,mae_points,mfe_r,mae_r,bars_held,minutes_held,maximum_target_reached,session_date,snr_1m,snr_5m,snr_15m,snr_alignment,rvol_rolling,rvol_time_of_day,htf_bias,dol_direction,liquidity_sweep,displacement,structure_shift,fvg_context,setup_family,feature_matched,directional_close_break,directional_wick_break,break_confirmation,broken_timeframe,break_displacement_category,break_displacement_score,break_rvol,broken_level,break_timestamp,minutes_since_break,retest_present,retest_hold,pre_entry_follow_through_points,completed_5m_close_beyond,year
224,272381,272382,272397,2023-07-11 14:04:00+00:00,2023-07-11 14:05:00+00:00,2023-07-11 14:20:00+00:00,short,15132.75,15133.0,15132.75,15157.75,15107.75,15082.75,15057.75,15032.75,72.0,70-79,-58.0,25.0,False,False,False,False,True,stop,15157.75,15158.0,-25.25,0.0,-25.25,-1.01,23.75,27.25,0.95,1.09,16,15.0,0,2023-07-11,2.2386634844868736,2.2246256239600664,3.2746536267318667,strong_bearish,1.495357028498239,2.1634559703509244,bearish,bearish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,83.33333333333334,2.1634559703509244,15141.5,2023-07-11 14:04:00+00:00,0.0,False,False,9.5,False,2023
225,277881,277882,277887,2023-07-17 13:44:00+00:00,2023-07-17 13:45:00+00:00,2023-07-17 13:50:00+00:00,long,15739.25,15739.25,15739.5,15714.5,15764.5,15789.5,15814.5,15839.5,74.0,70-79,32.97003745318352,25.0,False,False,False,False,True,stop,15714.5,15714.25,-25.25,0.0,-25.25,-1.01,2.5,27.75,0.1,1.11,6,5.0,0,2023-07-17,1.8701622971285887,3.6654545454545455,2.8301435406698565,partial_bullish,1.9025295158112716,1.913840990626085,bullish,bullish,False,False,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
239,294431,294432,294473,2023-08-02 13:34:00+00:00,2023-08-02 13:35:00+00:00,2023-08-02 14:16:00+00:00,short,15625.25,15625.25,15625.0,15650.0,15600.0,15575.0,15550.0,15525.0,70.26417879659535,70-79,-58.26417879659535,25.0,True,True,True,True,False,tp4,15525.0,15525.25,99.75,0.0,99.75,3.99,100.5,6.75,4.02,0.27,42,41.0,4,2023-08-02,3.607361963190184,0.0640732265446224,1.502283105022831,strong_bearish,3.712349579183447,1.3578308577073703,bearish,bearish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,85.5348233049612,1.3578308577073703,15631.0,2023-08-02 13:34:00+00:00,0.0,False,False,9.5,False,2023
245,301347,301348,301358,2023-08-09 13:50:00+00:00,2023-08-09 13:51:00+00:00,2023-08-09 14:01:00+00:00,short,15272.75,15272.5,15272.25,15297.25,15247.25,15222.25,15197.25,15172.25,70.39766081871345,70-79,-36.39766081871345,25.0,False,False,False,False,True,stop,15297.25,15297.5,-25.25,0.0,-25.25,-1.01,9.0,29.25,0.36,1.17,11,10.0,0,2023-08-09,1.6046783625730994,4.364319248826291,3.446319018404908,strong_bearish,1.4579214637360935,1.661402540033131,neutral,bearish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,86.64717348927876,1.661402540033131,15281.25,2023-08-09 13:50:00+00:00,0.0,False,False,12.5,True,2023
246,301377,301378,301434,2023-08-09 14:20:00+00:00,2023-08-09 14:21:00+00:00,2023-08-09 15:17:00+00:00,short,15266.5,15267.0,15266.75,15291.75,15241.75,15216.75,15191.75,15166.75,70.4,70-79,-58.400000000000006,25.0,True,True,True,True,False,tp4,15166.75,15167.0,99.75,0.0,99.75,3.99,108.25,23.75,4.33,0.95,57,56.0,4,2023-08-09,2.305637982195845,0.2899408284023668,2.9362577107607954,partial_bearish,1.9949618641102795,1.8789955842615167,bearish,bearish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,86.66666666666666,1.8789955842615171,15280.5,2023-08-09 14:20:00+00:00,0.0,False,False,14.5,True,2023
248,302735,302736,302765,2023-08-10 13:58:00+00:00,2023-08-10 13:59:00+00:00,2023-08-10 14:28:00+00:00,long,15413.75,15413.25,15413.5,15388.5,15438.5,15463.5,15488.5,15513.5,71.16267942583733,70-79,43.162679425837325,25.0,True,False,False,False,True,stop,15388.5,15388.25,-25.25,0.0,-25.25,-1.01,28.25,28.0,1.13,1.12,30,29.0,1,2023-08-10,2.110047846889952,2.746376811594203,1.7736943907156673,strong_bullish,1.2976010279753023,1.9857021446782983,bullish,bullish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,76.35566188197768,1.9857021446782983,15401.75,2023-08-10 13:58:00+00:00,0.0,False,False,14.25,False,2023
260,316535,316536,316540,2023-08-24 13:58:00+00:00,2023-08-24 13:59:00+00:00,2023-08-24 14:03:00+00:00,long,15227.25,15227.25,15227.5,15202.5,15252.5,15277.5,15302.5,15327.5,71.64415349887133,70-79,25.644153498871333,25.0,False,False,False,False,True,stop,15202.5,15202.25,-25.25,0.0,-25.25,-1.01,7.25,28.25,0.29,1.13,5,4.0,0,2023-08-24,1.674943566591422,4.614195361911455,4.591349257585539,partial_bearish,1.0975498452577517,1.978018691588785,neutral,bullish,False,True,True,False,continuation,True,True,True,,,,,,,,,False,False,,False,2023
272,333787,333788,333789,2023-09-12 13:30:00+00:00,2023-09-12 13:31:00+00:00,2023-09-12 13:32:00+00:00,short,15588.5,15588.75,15588.5,15613.5,15563.5,15538.5,15513.5,15488.5,70.67955010961613,70-79,-46.67955010961613,25.0,False,False,False,False,True,stop,15613.5,15613.75,-25.25,0.0,-25.25,-1.01,4.75,27.75,0.19,1.11,2,1.0,0,2023-09-12,2.6538461538461537,1.025,1.3585798816568049,strong_bearish,6.712421623453651,0.5225145600970893,bearish,bearish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,88.99625091346778,0.5225145600970893,15591.5,2023-09-12 13:30:00+00:00,0.0,False,False,4.25,True,2023
288,353107,353108,353108,2023-10-02 13:30:00+00:00,2023-10-02 13:31:00+00:00,2023-10-02 13:31:00+00:00,short,14854.0,14854.25,14854.0,14879.0,14829.0,14804.0,14779.0,14754.0,73.56870155716935,70-79,-49.56870155716935,25.0,False,False,False,False,True,stop,14879.0,14879.25,-25.25,0.0,-25.25,-1.01,1.75,30.25,0.07,1.21,1,0.0,0,2023-10-02,1.418103448275862,2.497863247863248,0.3050847457627119,partial_bullish,8.476050671451096,0.9819049838448604,bearish,bearish,False,False,True,False,continuation,True,True,True,displacement,1m,strong,79.73917964307789,0.9819049838448604,14859.0,2023-10-02 13:30:00+00:00,0.0,False,False,11.75,True,2023
294,358644,358645,358680,2023-10-06 13:47:00+00:00,2023-10-06 13:48:00+00:00,2023-10-06 14:23:00+00:00,short,14772.25,14772.5,14772.25,14797.25,14747.25,14722.25,14697.25,14672.25,70.06523803725801,70-79,-48.06523803725801,25.0,True,True,False,False,True,stop,14797.25,14797.5,-25.25,0.0,-25.25,-1.01,64.75,38.0,2.59,1.52,36,35.0,2,2023-10-06,1.0903141361256543,0.0462919225318847,2.9798356982823004,partial_bearish,1.516457416854008,2.344626896695074,bearish,bearish,False,False,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
301,368316,368317,368323,2023-10-17 13:59:00+00:00,2023-10-17 14:00:00+00:00,2023-10-17 14:06:00+00:00,short,15079.0,15079.25,15079.0,15104.0,15054.0,15029.0,15004.0,14979.0,72.51911528189017,70-79,-44.519115281890166,25.0,False,False,False,False,True,stop,15104.0,15104.25,-25.25,0.0,-25.25,-1.01,7.5,29.5,0.3,1.18,7,6.0,0,2023-10-17,1.1870324189526185,3.480225988700565,4.816559600285511,partial_bearish,0.6749118362886802,1.0397918579736762,bearish,bearish,False,True,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
302,369673,369674,369716,2023-10-18 13:36:00+00:00,2023-10-18 13:37:00+00:00,2023-10-18 14:19:00+00:00,short,15171.25,15171.5,15171.25,15196.25,15146.25,15121.25,15096.25,15071.25,70.04244694132335,70-79,-52.04244694132335,25.0,True,False,False,False,True,stop,15196.25,15196.5,-25.25,0.0,-25.25,-1.01,49.75,35.0,1.99,1.4,43,42.0,1,2023-10-18,2.9013732833957557,3.086729362591431,1.7353215284249768,partial_bullish,2.7757949905147745,1.501365193648806,bearish,bearish,False,True,False,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
304,371053,371054,371059,2023-10-19 13:36:00+00:00,2023-10-19 13:37:00+00:00,2023-10-19 13:42:00+00:00,long,15056.75,15057.0,15057.25,15032.25,15082.25,15107.25,15132.25,15157.25,74.0,70-79,31.43604824501965,25.0,False,False,False,False,True,stop,15032.25,15032.0,-25.25,0.0,-25.25,-1.01,1.5,33.25,0.06,1.33,6,5.0,0,2023-10-19,2.8248730964467006,1.29014598540146,2.232994526974198,partial_bearish,2.724974140903344,1.204939693725437,bullish,bullish,False,True,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
307,376568,376569,376623,2023-10-25 13:31:00+00:00,2023-10-25 13:32:00+00:00,2023-10-25 14:26:00+00:00,short,14703.5,14703.25,14703.0,14728.0,14678.0,14653.0,14628.0,14603.0,81.6,80-89,-67.6,25.0,True,True,True,True,False,tp4,14603.0,14603.25,99.75,0.0,99.75,3.99,103.0,0.5,4.12,0.02,55,54.0,4,2023-10-25,4.975206611570248,0.8839941262848752,2.51006711409396,strong_bearish,10.774151718175924,1.5877343287194807,bearish,bearish,False,True,True,False,continuation,True,True,True,,,,,,,,,False,False,,False,2023
330,416152,416153,416179,2023-12-05 15:00:00+00:00,2023-12-05 15:01:00+00:00,2023-12-05 15:27:00+00:00,long,15894.5,15894.75,15895.0,15870.0,15920.0,15945.0,15970.0,15995.0,80.4,80-89,44.400000000000006,25.0,True,False,False,False,True,stop,15870.0,15869.75,-25.25,0.0,-25.25,-1.01,41.75,26.0,1.67,1.04,27,26.0,1,2023-12-05,2.2222222222222223,2.890688259109312,1.696969696969697,strong_bullish,2.720379271055699,1.8731063338623573,bullish,bullish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,86.66666666666666,1.8731063338623575,15864.0,2023-12-05 15:00:00+00:00,0.0,False,False,33.25,True,2023
331,416180,416181,416240,2023-12-05 15:28:00+00:00,2023-12-05 15:29:00+00:00,2023-12-05 16:28:00+00:00,long,15877.25,15877.25,15877.5,15852.5,15902.5,15927.5,15952.5,15977.5,73.51505347917943,70-79,55.51505347917943,25.0,True,True,True,False,False,max_holding_time,15886.5,15886.25,8.75,0.0,8.75,0.35,84.25,19.75,3.37,0.79,60,59.0,3,2023-12-05,2.7454545454545456,1.998843930635838,3.3391506689936006,partial_bullish,0.8733245118736174,1.4983623035197475,bullish,bullish,False,True,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
18,17496,17497,17539,2023-10-18 13:36:00+00:00,2023-10-18 13:37:00+00:00,2023-10-18 14:19:00+00:00,short,15171.25,15171.5,15171.25,15196.25,15146.25,15121.25,15096.25,15071.25,70.00255276587296,70-79,-38.00255276587296,25.0,True,False,False,False,True,stop,15196.25,15196.5,-25.25,0.0,-25.25,-1.01,49.75,35.0,1.99,1.4,43,42.0,1,2023-10-18,2.9013732833957557,3.086729362591431,1.7353215284249768,partial_bullish,2.7757949905147745,1.4501322806870196,bearish,bearish,False,True,False,False,continuation,True,False,False,,,,,,,,,False,False,,False,2024
25,24391,24392,24446,2023-10-25 13:31:00+00:00,2023-10-25 13:32:00+00:00,2023-10-25 14:26:00+00:00,short,14703.5,14703.25,14703.0,14728.0,14678.0,14653.0,14628.0,14603.0,81.6,80-89,-67.6,25.0,True,True,True,True,False,tp4,14603.0,14603.25,99.75,0.0,99.75,3.99,103.0,0.5,4.12,0.02,55,54.0,4,2023-10-25,4.975206611570248,0.8839941262848752,2.51006711409396,strong_bearish,10.774151718175924,1.6052900752369623,bearish,bearish,False,True,True,False,continuation,True,True,True,,,,,,,,,False,False,,False,2024
