trade_id,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,direction,signal_close,entry_price_raw,entry_price,stop_price,tp1,tp2,tp3,tp4,raw_score,score_band,score_edge,stop_distance_points,tp1_hit,tp2_hit,tp3_hit,tp4_hit,stop_hit,exit_reason,exit_price_raw,exit_price,gross_result_points,commission_cost,net_result_points,net_result_r,mfe_points,mae_points,mfe_r,mae_r,bars_held,minutes_held,maximum_target_reached,session_date,snr_1m,snr_5m,snr_15m,snr_alignment,rvol_rolling,rvol_time_of_day,htf_bias,dol_direction,liquidity_sweep,displacement,structure_shift,fvg_context,setup_family,feature_matched,directional_close_break,directional_wick_break,break_confirmation,broken_timeframe,break_displacement_category,break_displacement_score,break_rvol,broken_level,break_timestamp,minutes_since_break,retest_present,retest_hold,pre_entry_follow_through_points,completed_5m_close_beyond,year
96,95730,95731,95732,2023-01-10 15:16:00+00:00,2023-01-10 15:17:00+00:00,2023-01-10 15:18:00+00:00,long,11282.25,11282.0,11282.25,11257.25,11307.25,11332.25,11357.25,11382.25,80.35872382851446,80-89,52.35872382851446,25.0,False,False,False,False,True,stop,11257.25,11257.0,-25.25,0.0,-25.25,-1.01,0.25,26.75,0.01,1.07,2,1.0,0,2023-01-10,3.1545363908275177,1.6014975041597337,2.93650143383859,strong_bullish,1.502684981063818,2.2158873051596237,bullish,bullish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,86.3226985709538,2.2158873051596233,11267.0,2023-01-10 15:16:00+00:00,0.0,False,False,16.25,False,2023
97,95739,95740,95743,2023-01-10 15:25:00+00:00,2023-01-10 15:26:00+00:00,2023-01-10 15:29:00+00:00,long,11247.75,11247.5,11247.75,11222.75,11272.75,11297.75,11322.75,11347.75,71.09586776859504,70-79,47.09586776859504,25.0,False,False,False,False,True,stop,11222.75,11222.5,-25.25,0.0,-25.25,-1.01,2.75,49.25,0.11,1.97,4,3.0,0,2023-01-10,0.578512396694215,0.5739549839228295,2.93650143383859,strong_bullish,1.0117357446652937,1.5020263424518745,bullish,bullish,False,True,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
117,118951,118952,118976,2023-02-02 15:17:00+00:00,2023-02-02 15:18:00+00:00,2023-02-02 15:42:00+00:00,long,12711.75,12711.75,12712.0,12687.0,12737.0,12762.0,12787.0,12812.0,70.22628774422735,70-79,66.22628774422735,25.0,True,True,True,True,False,tp4,12812.0,12811.75,99.75,0.0,99.75,3.99,104.75,6.75,4.19,0.27,25,24.0,4,2023-02-02,1.492007104795737,1.1753086419753087,0.6784140969162996,partial_bullish,1.5412598834403652,1.779301478465824,bullish,bullish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,85.21906453522794,1.7793014784658239,12697.5,2023-02-02 15:17:00+00:00,0.0,False,False,15.5,False,2023
131,135466,135467,135526,2023-02-20 14:32:00+00:00,2023-02-20 14:33:00+00:00,2023-02-20 15:32:00+00:00,short,12386.5,12386.75,12386.5,12411.5,12361.5,12336.5,12311.5,12286.5,70.8946184268786,70-79,-70.8946184268786,25.0,False,False,False,False,False,max_holding_time,12377.75,12378.0,8.5,0.0,8.5,0.34,15.5,6.5,0.62,0.26,60,59.0,0,2023-02-20,2.817073170731708,0.224,1.0059880239520955,strong_bearish,4.62848751835536,0.1182730335982469,bearish,bearish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,90.78848689065498,0.11827303359824691,12388.25,2023-02-20 14:32:00+00:00,0.0,False,False,2.0,False,2023
132,136622,136623,136682,2023-02-21 14:48:00+00:00,2023-02-21 14:49:00+00:00,2023-02-21 15:48:00+00:00,short,12252.5,12253.0,12252.75,12277.75,12227.75,12202.75,12177.75,12152.75,72.33403423289225,70-79,-60.33403423289225,25.0,True,True,False,False,False,max_holding_time,12189.75,12190.0,62.75,0.0,62.75,2.51,71.75,16.25,2.87,0.65,60,59.0,2,2023-02-21,1.7230769230769232,2.6162402669632927,1.4220472440944882,partial_bullish,1.5599013767439012,1.1521581757307031,bearish,bearish,False,True,True,False,continuation,True,True,True,body_close,1m,moderate,69.45028527410213,1.1521581757307031,12254.5,2023-02-21 14:48:00+00:00,0.0,False,False,9.5,False,2023
144,166544,166545,166554,2023-03-23 13:30:00+00:00,2023-03-23 13:31:00+00:00,2023-03-23 13:40:00+00:00,long,12875.5,12875.5,12875.75,12850.75,12900.75,12925.75,12950.75,12975.75,81.97771592372564,80-89,45.97771592372564,25.0,False,False,False,False,True,stop,12850.75,12850.5,-25.25,0.0,-25.25,-1.01,12.75,28.0,0.51,1.12,10,9.0,0,2023-03-23,5.850746268656716,3.1601941747572817,1.84652278177458,strong_bullish,12.309295539808252,1.4721449046570565,bullish,bullish,False,True,True,False,continuation,True,True,True,,,,,,,,,False,False,,False,2023
145,166584,166585,166644,2023-03-23 14:10:00+00:00,2023-03-23 14:11:00+00:00,2023-03-23 15:10:00+00:00,long,12932.0,12932.5,12932.75,12907.75,12957.75,12982.75,13007.75,13032.75,80.0,80-89,66.0,25.0,True,True,True,False,False,max_holding_time,13013.5,13013.25,80.5,0.0,80.5,3.22,98.75,19.75,3.95,0.79,60,59.0,3,2023-03-23,2.009732360097324,1.4637268847795164,2.339779005524862,strong_bullish,2.190642095290486,2.0470641992232124,bullish,bullish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,83.33333333333334,2.0470641992232124,12920.25,2023-03-23 14:10:00+00:00,0.0,False,False,14.25,True,2023
152,172069,172070,172119,2023-03-29 13:35:00+00:00,2023-03-29 13:36:00+00:00,2023-03-29 14:25:00+00:00,long,12912.0,12912.25,12912.5,12887.5,12937.5,12962.5,12987.5,13012.5,70.61249696603247,70-79,42.61249696603247,25.0,False,False,False,False,True,stop,12887.5,12887.25,-25.25,0.0,-25.25,-1.01,20.5,26.5,0.82,1.06,50,49.0,0,2023-03-29,2.4742729306487696,3.731927710843373,2.9013732833957557,strong_bullish,2.1287450868105267,0.8919865187657473,bullish,bullish,False,True,True,False,continuation,True,True,True,,,,,,,,,False,False,,False,2023
162,188183,188184,188191,2023-04-14 14:00:00+00:00,2023-04-14 14:01:00+00:00,2023-04-14 14:08:00+00:00,long,13221.0,13220.75,13221.0,13196.0,13246.0,13271.0,13296.0,13321.0,74.0,70-79,29.20484851098263,25.0,True,False,False,False,True,stop,13196.0,13195.75,-25.25,0.0,-25.25,-1.01,34.0,34.25,1.36,1.37,8,7.0,1,2023-04-14,1.2145110410094635,4.055172413793104,3.872514619883041,partial_bullish,1.9535219399538104,1.269772765654026,bullish,bullish,False,True,True,False,continuation,True,False,False,displacement,1m,strong,89.9595957418115,1.2697727656540259,13232.0,2023-04-14 14:00:00+00:00,0.0,False,False,8.5,False,2023
171,202007,202008,202020,2023-04-28 14:24:00+00:00,2023-04-28 14:25:00+00:00,2023-04-28 14:37:00+00:00,long,13285.25,13285.0,13285.25,13261.0,13310.25,13335.25,13360.25,13385.25,70.59456310679612,70-79,70.59456310679612,24.25,False,False,False,False,True,stop,13261.0,13260.75,-24.5,0.0,-24.5,-1.0103092783505154,8.0,45.0,0.3298969072164948,1.855670103092784,13,12.0,0,2023-04-28,1.4135922330097088,2.6462745098039218,1.995,strong_bullish,1.1295244611700308,1.814863676341249,bullish,bullish,False,False,True,False,continuation,True,True,True,,,,,,,,,False,False,,False,2023
176,215784,215785,215844,2023-05-12 14:01:00+00:00,2023-05-12 14:02:00+00:00,2023-05-12 15:01:00+00:00,short,13425.5,13425.0,13424.75,13449.75,13399.75,13374.75,13349.75,13324.75,80.0,80-89,-44.0,25.0,True,False,False,False,False,max_holding_time,13400.25,13400.5,24.25,0.0,24.25,0.97,42.25,12.0,1.69,0.48,60,59.0,1,2023-05-12,2.7186544342507646,2.8034825870646767,2.3273195876288657,strong_bearish,2.782800286778464,2.088396630009711,bearish,bearish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,83.33333333333334,2.088396630009711,13439.25,2023-05-12 14:01:00+00:00,0.0,False,False,17.75,False,2023
179,225415,225416,225475,2023-05-23 13:32:00+00:00,2023-05-23 13:33:00+00:00,2023-05-23 14:32:00+00:00,short,13862.25,13862.0,13861.75,13886.75,13836.75,13811.75,13786.75,13761.75,74.0,70-79,-18.61114227078833,25.0,False,False,False,False,False,max_holding_time,13851.75,13852.0,9.75,0.0,9.75,0.39,22.25,18.25,0.89,0.73,60,59.0,0,2023-05-23,4.244343891402715,1.6809210526315788,1.893503727369542,partial_bearish,4.924657534246576,1.236072161514575,bearish,bearish,False,False,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
182,232082,232083,232086,2023-05-30 13:39:00+00:00,2023-05-30 13:40:00+00:00,2023-05-30 13:43:00+00:00,long,14540.75,14540.75,14541.0,14516.0,14566.0,14591.0,14616.0,14641.0,70.69380710659898,70-79,44.69380710659898,25.0,False,False,False,False,True,stop,14516.0,14515.75,-25.25,0.0,-25.25,-1.01,18.75,35.0,0.75,1.4,4,3.0,0,2023-05-30,1.563451776649746,1.0995575221238938,2.217142857142857,partial_bearish,1.7836439262437362,1.597067448680352,bullish,bullish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,89.11505922165821,1.597067448680352,14528.75,2023-05-30 13:39:00+00:00,0.0,False,False,13.75,False,2023
195,239015,239016,239048,2023-06-06 14:12:00+00:00,2023-06-06 14:13:00+00:00,2023-06-06 14:45:00+00:00,short,14558.75,14558.75,14558.5,14583.5,14533.5,14508.5,14483.5,14458.5,71.04133738601824,70-79,-37.04133738601824,25.0,False,False,False,False,True,stop,14583.5,14583.75,-25.25,0.0,-25.25,-1.01,15.75,38.75,0.63,1.55,33,32.0,0,2023-06-06,1.0,1.2272340425531914,1.3655172413793104,partial_bullish,1.4229457415432272,1.5254446858495398,bearish,bearish,False,False,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
199,243134,243135,243183,2023-06-09 13:51:00+00:00,2023-06-09 13:52:00+00:00,2023-06-09 14:40:00+00:00,long,14654.0,14653.75,14654.0,14631.0,14679.0,14704.0,14729.0,14754.0,73.92454838594546,70-79,73.92454838594546,23.0,True,False,False,False,True,stop,14631.0,14630.75,-23.25,0.0,-23.25,-1.0108695652173914,34.0,23.0,1.4782608695652173,1.0,49,48.0,1,2023-06-09,1.184174624829468,4.703247480403135,4.168539325842697,strong_bullish,1.3107110477917367,1.350774159103043,bullish,bullish,False,True,True,False,continuation,True,True,True,displacement,1m,strong,82.70456988287886,1.350774159103043,14648.75,2023-06-09 13:51:00+00:00,0.0,False,False,7.0,False,2023
209,252115,252116,252139,2023-06-20 13:32:00+00:00,2023-06-20 13:33:00+00:00,2023-06-20 13:56:00+00:00,long,15260.25,15260.75,15261.0,15236.0,15286.0,15311.0,15336.0,15361.0,71.81949173451764,70-79,23.81949173451764,25.0,True,False,False,False,True,stop,15236.0,15235.75,-25.25,0.0,-25.25,-1.01,49.25,29.0,1.97,1.16,24,23.0,1,2023-06-20,3.5698924731182795,2.431578947368421,1.366183574879227,partial_bearish,4.20574065277872,1.2743646681470515,bullish,neutral,False,True,True,False,continuation,True,True,True,,,,,,,,,False,False,,False,2023
213,254907,254908,254908,2023-06-22 14:04:00+00:00,2023-06-22 14:05:00+00:00,2023-06-22 14:05:00+00:00,long,15095.25,15094.75,15095.0,15072.5,15120.0,15145.0,15170.0,15195.0,70.72287291344362,70-79,70.72287291344362,22.5,False,False,False,False,True,stop,15072.5,15072.25,-22.75,0.0,-22.75,-1.011111111111111,2.25,23.0,0.1,1.022222222222222,1,0.0,0,2023-06-22,0.9491525423728814,3.505862646566164,3.317108088761632,strong_bullish,0.7714719190129026,1.05613351468588,bullish,bullish,False,True,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
223,272360,272361,272373,2023-07-11 13:43:00+00:00,2023-07-11 13:44:00+00:00,2023-07-11 13:56:00+00:00,long,15169.0,15169.0,15169.25,15144.25,15194.25,15219.25,15244.25,15269.25,70.39682224428996,70-79,48.396822244289964,25.0,False,False,False,False,True,stop,15144.25,15144.0,-25.25,0.0,-25.25,-1.01,10.5,27.75,0.42,1.11,13,12.0,0,2023-07-11,3.461767626613704,0.550761421319797,1.6282973621103118,partial_bearish,1.5573687667357148,1.7522667197225932,bullish,bullish,False,True,True,False,continuation,True,False,False,,,,,,,,,False,False,,False,2023
