section,value,trades,win_rate,expectancy_points,expectancy_r,profit_factor,net_points,tp1_hit_rate,tp2_hit_rate,tp3_hit_rate,tp4_hit_rate,stop_rate,average_mfe,median_mfe,average_mae,median_mae,average_score,median_score,average_hold_minutes
rvol_rolling_quartiles,"(0.435, 1.139]",305,0.26229508196721313,0.07704918032786885,0.004340408874714646,1.0043061981767374,23.5,0.4426229508196721,0.31475409836065577,0.2098360655737705,0.12459016393442623,0.7081967213114754,36.97295081967213,21.25,26.485245901639345,27.25,74.90992972282864,73.49484562885928,19.380327868852458
rvol_rolling_quartiles,"(1.139, 1.728]",305,0.3114754098360656,3.0024590163934426,0.12023304458207365,1.1746781115879827,915.75,0.49836065573770494,0.32459016393442625,0.21639344262295082,0.15081967213114755,0.6786885245901639,40.074590163934424,25.75,27.495081967213114,27.25,75.41285776883728,73.53912650385789,19.613114754098362
rvol_rolling_quartiles,"(1.728, 3.014]",303,0.27722772277227725,1.8259075907590758,0.07681341438226771,1.1013881889403032,553.25,0.49834983498349833,0.33663366336633666,0.2079207920792079,0.1419141914191419,0.7095709570957096,41.48927392739274,29.75,27.673267326732674,27.5,76.65234242644995,75.0,19.013201320132012
rvol_rolling_quartiles,"(3.014, 20.794]",305,0.25901639344262295,2.2295081967213113,0.08362792695520706,1.1219895053146163,680.0,0.4459016393442623,0.3344262295081967,0.23934426229508196,0.16721311475409836,0.7245901639344262,39.35327868852459,20.25,26.622131147540983,27.25,76.0922781779187,74.2,15.740983606557377
rvol_tod_quartiles,"(0.0699, 1.01]",299,0.2809364548494983,0.9188963210702341,0.03546899847811111,1.0522711058263972,274.75,0.45484949832775917,0.2976588628762542,0.19732441471571907,0.13377926421404682,0.6956521739130435,36.47240802675585,20.75,25.8252508361204,27.0,74.7778443690237,73.15068462295653,20.304347826086957
rvol_tod_quartiles,"(1.01, 1.309]",299,0.27759197324414714,2.2767558528428093,0.09292167980271822,1.1301749689262837,680.75,0.48494983277591974,0.3511705685618729,0.22408026755852842,0.14715719063545152,0.6889632107023411,40.97742474916388,24.75,25.948160535117058,27.25,75.63788664866487,74.0,18.68896321070234
rvol_tod_quartiles,"(1.309, 1.69]",299,0.2976588628762542,4.10200668896321,0.16337093100888858,1.234366789280084,1226.5,0.47491638795986624,0.35785953177257523,0.2408026755852843,0.16722408026755853,0.6923076923076923,41.75083612040134,22.25,26.75752508361204,27.0,75.58109209474361,73.92454838594546,18.59197324414716
rvol_tod_quartiles,"(1.69, 3.816]",299,0.24414715719063546,-1.0794314381270902,-0.04327862634899832,0.9432252957473943,-322.75,0.45819397993311034,0.2909698996655518,0.19732441471571907,0.13043478260869565,0.7525083612040134,37.67725752508361,21.5,29.78010033444816,28.0,76.8839669406753,74.58977888669018,15.73913043478261
volume_percentile_quartiles,"(-0.001, 65.0]",315,0.26031746031746034,0.34285714285714286,0.014482812039261592,1.0191438447221484,108.0,0.44761904761904764,0.30793650793650795,0.21587301587301588,0.1365079365079365,0.707936507936508,37.365873015873014,21.0,26.24047619047619,27.5,74.73369735176716,73.15223047395565,18.83809523809524
volume_percentile_quartiles,"(65.0, 85.0]",347,0.3112391930835735,3.4452449567723344,0.13927612312100837,1.2006714225765842,1195.5,0.49855907780979825,0.34870317002881845,0.2219020172910663,0.1440922190201729,0.6743515850144092,40.98270893371758,26.75,27.154899135446687,27.0,75.77112118065564,74.0,20.62536023054755
